"vendas","descontos","venda_líquida","qtd_unidades","lucro","custo_entrega","custo_implicito","prioridades_pedidos","categorias_produto","sub_categorias_produto","modo_entrega"
631.499,0.09,574.66409,6,-403.02,8.08,969.6040899999999,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
63.85,0.04,61.296,5,40.44,2.85,18.006,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
147.71,0.05,140.3245,36,40.04,0.7,99.58450000000002,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1163.75,0.05,1105.5625,18,222.17,19.99,863.4025,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
2544.73,0.02,2493.8354,45,375.87,11.1,2106.8654,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
4281.13,0.05,4067.0735,34,-1446.08,70.2,5442.9535,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
1779.87,0.01,1762.0712999999998,43,311.72,17.48,1432.8712999999998,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
115.02,0.0,115.02,28,46.3,0.71,68.01,NOT SPECIFIED,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
118.63,0.05,112.6985,7,6.3,5.08,101.3185,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
705.85,0.04,677.616,17,151.67,1.99,523.956,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
321.3,0.0,321.3,37,-47.23,2.83,365.70000000000005,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
2407.693,0.04,2311.3852800000004,25,424.14,8.99,1878.2552800000008,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
227.41,0.06,213.7654,11,44.29,10.49,158.9854,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
87.44,0.08,80.4448,50,-184.6,4.86,260.1848,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
424.09,0.01,419.84909999999996,35,-114.18,7.95,526.0790999999999,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
40.75,0.03,39.5275,15,12.76,0.5,26.267500000000005,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
53.32,0.07,49.5876,10,-20.68,5.71,64.55760000000001,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
64.03,0.09,58.2673,26,11.42,0.8,46.0473,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
2710.5055,0.03,2629.1903350000002,46,624.12,8.8,1996.2703350000002,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
86.29,0.02,84.5642,17,34.98,0.49,49.09420000000001,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR
1717.88,0.05,1631.986,28,513.93,4.5,1113.556,HIGH,OFFICE SUPPLIES,APPLIANCES,EXPRESS AIR
1978.4345,0.09,1800.375395,38,471.09,2.5,1326.785395,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
109.49,0.04,105.1104,31,26.09,0.85,78.1704,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
566.66,0.1,509.99399999999997,29,60.59,8.68,440.72399999999993,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
134.83,0.07,125.3919,49,50.74,0.5,74.15190000000001,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
8865.1,0.0,8865.1,39,1517.12,29.1,7318.88,MEDIUM,FURNITURE,TABLES,DELIVERY TRUCK
10348.73,0.09,9417.344299999999,47,1094.57,32.48,8290.2943,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK
1258.97,0.1,1133.073,41,-112.58,5.5,1240.153,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
830.53,0.01,822.2247,41,120.69,8.99,692.5446999999999,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
995.724,0.05,945.9378,11,-117.61,2.5,1061.0478,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1689.137,0.07,1570.89741,16,71.06,8.08,1491.7574100000002,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
799.84,0.08,735.8528,26,64.13,3.6,668.1228,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
42.23,0.1,38.007,23,-15.11,0.76,52.357,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
283.17,0.0,283.17,31,119.64,1.39,162.14000000000004,HIGH,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
4008.7275,0.0,4008.7275,38,1219.34,5.92,2783.4674999999997,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
10.94,0.1,9.846,1,-5.16,2.25,12.756,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
205.43,0.0,205.43,28,-24.3,5.27,224.46,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
979.06,0.07,910.5257999999999,27,-131.9,9.02,1033.4058,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
332.55,0.1,299.295,48,-66.87,5.47,360.695,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
466.36,0.07,433.7148,20,-192.7,15.68,610.7348,CRITICAL,FURNITURE,OFFICE FURNISHINGS,DELIVERY TRUCK
130.36,0.02,127.75280000000001,43,58.52,0.5,68.7328,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
45.24,0.01,44.787600000000005,8,-42.12,4.62,82.2876,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
148.05,0.08,136.20600000000002,7,-45.94,8.99,173.156,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1419.83,0.07,1320.4418999999998,46,385.8,8.74,925.9018999999998,CRITICAL,OFFICE SUPPLIES,PAPER,EXPRESS AIR
17.0,0.07,15.81,6,-4.61,1.49,18.93,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
154.62,0.04,148.4352,27,-118.6,6.98,260.0552,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1638.2,0.1,1474.38,31,471.22,13.88,989.28,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
479.13,0.05,455.1735,24,166.92,6.15,282.10350000000005,HIGH,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
1718.87,0.02,1684.4925999999998,40,754.1,1.99,928.4025999999998,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1193.1,0.09,1085.721,6,-139.5,13.99,1211.231,MEDIUM,TECHNOLOGY,OFFICE MACHINES,EXPRESS AIR
1008.34,0.09,917.5894000000001,45,218.65,6.3,692.6394000000001,HIGH,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
170.4,0.02,166.99200000000002,25,-153.75,10.05,310.692,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
9059.9,0.07,8425.707,50,778.01,55.24,7592.457,MEDIUM,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
368.17,0.0,368.17,41,-15.12,2.38,380.91,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
14.46,0.06,13.592400000000001,3,-5.26,2.26,16.5924,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
67.41,0.04,64.7136,15,-49.6,6.6,107.7136,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
168.39,0.03,163.33829999999998,25,-144.89,9.68,298.5482999999999,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
599.1,0.02,587.118,24,3.82,12.98,570.318,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1309.53,0.06,1230.9582,6,19.18,18.06,1193.7182,LOW,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR
806.37,0.01,798.3063,48,-166.4,10.68,954.0263,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
3908.65,0.06,3674.1310000000003,39,480.57,10.12,3183.4410000000003,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
41.25,0.02,40.425,5,-23.25,7.91,55.765,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
294.89,0.09,268.3499,4,-321.84,12.14,578.0499,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
246.57,0.06,231.7758,50,-132.51,5.49,358.7958,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
3841.72,0.03,3726.4683999999997,15,691.13,43.32,2992.0183999999995,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
130.67,0.05,124.13649999999998,19,-77.18,7.86,193.4565,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
77.62,0.01,76.8438,21,-50.88,3.97,123.75380000000001,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2053.379,0.1,1848.0411,47,1040.4,1.25,806.3910999999998,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
3206.3955,0.08,2949.88386,35,784.77,2.5,2162.61386,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
288.91,0.08,265.79720000000003,25,-14.06,6.47,273.3872,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
138.85,0.08,127.74199999999999,19,-49.35,6.05,171.042,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
41.18,0.1,37.062,5,-19.31,7.46,48.91199999999999,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
1735.3515,0.08,1596.52338,31,258.62,8.99,1328.91338,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
254.69,0.06,239.4086,41,-269.37,10.39,498.3886,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
206.09,0.0,206.09,39,36.04,2.03,168.02,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
320.26,0.01,317.0574,43,-84.13,6.05,395.13739999999996,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
129.62,0.05,123.13900000000001,22,4.41,3.04,115.68900000000001,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
440.39,0.05,418.3705,45,186.64,1.39,230.34050000000002,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
806.05,0.04,773.808,39,-63.39,5.99,831.208,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
622.72,0.0,622.72,14,76.51,8.99,537.22,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2130.22,0.09,1938.5002,25,-584.6,42.0,2481.1002,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
151.05,0.09,137.4555,26,-76.14,5.59,208.00549999999998,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
133.04,0.04,127.71839999999999,13,49.69,0.99,77.0384,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
1184.11,0.07,1101.2223,6,-145.07,19.99,1226.3022999999998,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
514.22,0.02,503.9356,17,187.37,2.99,313.5756,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
82.42,0.07,76.6506,11,18.53,4.0,54.120599999999996,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1907.71,0.0,1907.71,25,32.55,26.74,1848.42,LOW,FURNITURE,BOOKCASES,DELIVERY TRUCK
3449.26,0.1,3104.3340000000003,46,252.77,30.06,2821.5040000000004,MEDIUM,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
96.99,0.02,95.05019999999999,27,-66.35,3.97,157.43019999999999,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
14.84,0.08,13.6528,3,-2.42,0.49,15.582799999999999,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
922.47,0.09,839.4477,8,-13.1,14.0,838.5477000000001,HIGH,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
225.47,0.0,225.47,14,-29.07,7.51,247.03,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
209.53,0.03,203.2441,36,-81.06,5.67,278.6341,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
951.31,0.06,894.2313999999999,13,-333.07,60.0,1167.3013999999998,MEDIUM,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
195.12,0.0,195.12,14,-6.32,4.51,196.93,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
397.732,0.01,393.75468,21,-26.05,0.99,418.81468,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
189.6,0.02,185.808,37,89.65,0.49,95.66799999999998,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR
528.6,0.01,523.3140000000001,43,52.59,5.63,465.09400000000005,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
107.41,0.03,104.18769999999999,24,20.68,1.49,82.01769999999999,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1390.49,0.01,1376.5851,15,366.8,19.99,989.7951,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
590.43,0.09,537.2913,46,82.59,4.98,449.7212999999999,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
128.31,0.05,121.89450000000001,39,-55.72,1.92,175.6945,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR
82.56,0.01,81.73440000000001,19,21.74,1.3,58.694400000000016,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
141.07,0.08,129.7844,11,-5.1,3.14,131.7444,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
1841.6,0.01,1823.184,36,12.95,6.5,1803.734,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
169.48,0.03,164.3956,17,48.55,2.27,113.5756,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
581.52,0.03,564.0744,16,175.16,7.5,381.4144,CRITICAL,OFFICE SUPPLIES,PAPER,EXPRESS AIR
19.17,0.1,17.253,5,-16.42,3.97,29.703000000000003,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
943.44,0.08,867.9648000000001,30,-89.98,19.99,937.9548000000001,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
14493.84,0.0,14493.84,47,634.76,85.63,13773.45,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK
216.33,0.0,216.33,8,-17.37,12.98,220.72000000000003,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
852.05,0.1,766.8449999999999,45,-20.6,10.49,776.9549999999999,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
209.3,0.01,207.20700000000002,14,7.86,4.51,194.83700000000002,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
200.24,0.0,200.24,30,-59.85,5.84,254.25,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
706.53,0.0,706.53,16,-314.42,19.99,1000.96,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1038.99,0.0,1038.99,48,-180.45,14.87,1204.5700000000002,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
114.01,0.08,104.8892,17,6.99,3.1,94.79920000000001,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
30.37,0.01,30.066300000000002,3,-1.74,5.49,26.316300000000002,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
228.82,0.03,221.9554,33,-107.0,7.3,321.6554,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
1351.76,0.03,1311.2072,13,107.31,18.93,1184.9672,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
3152.75,0.04,3026.64,38,1166.4,6.13,1854.1099999999997,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
595.4,0.03,577.538,49,-148.85,7.95,718.438,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2094.978,0.06,1969.27932,44,697.29,1.25,1270.7393200000001,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
273.89,0.05,260.1955,38,-160.4,7.72,412.8755,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1645.51,0.06,1546.7794,28,300.34,9.71,1236.7294,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
495.8,0.03,480.926,25,107.82,6.38,366.726,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
237.54,0.04,228.0384,16,29.76,8.78,189.4984,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
143.5,0.08,132.02,3,-27.51,5.81,153.72,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
438.66,0.01,434.27340000000004,41,58.86,4.78,370.63340000000005,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
416.99,0.02,408.6502,32,-93.62,4.59,497.6802,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR
216.51,0.02,212.1798,32,109.29,0.5,102.3898,HIGH,OFFICE SUPPLIES,LABELS,EXPRESS AIR
3609.88,0.07,3357.1884,42,-1396.22,56.2,4697.2084,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
161.96,0.0,161.96,26,-51.12,5.67,207.41000000000003,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
587.92,0.09,535.0072,35,-7.92,6.25,536.6772,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
950.464,0.02,931.4547200000001,16,-763.8,69.0,1626.25472,HIGH,FURNITURE,TABLES,REGULAR AIR
705.687,0.03,684.51639,4,-803.08,8.99,1478.60639,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
58.63,0.0,58.63,3,-40.86,1.99,97.5,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
94.99,0.06,89.2906,13,-106.29,9.69,185.8906,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
22.37,0.04,21.4752,8,-14.09,2.4,33.1652,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
539.66,0.0,539.66,26,147.08,5.97,386.6099999999999,CRITICAL,OFFICE SUPPLIES,PAPER,EXPRESS AIR
188.05,0.04,180.52800000000002,26,-21.41,5.16,196.77800000000002,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
4620.53,0.0,4620.53,43,1025.23,19.99,3575.31,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
3016.85,0.05,2866.0074999999997,38,-967.67,35.0,3798.6775,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
48.5,0.07,45.105,11,23.88,0.5,20.724999999999998,HIGH,OFFICE SUPPLIES,LABELS,EXPRESS AIR
3776.28,0.06,3549.7032000000004,46,579.79,30.06,2939.8532000000005,MEDIUM,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
1487.8995,0.09,1353.988545,29,79.32,8.99,1265.678545,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
250.6,0.1,225.54,40,-107.06,6.22,326.38,HIGH,OFFICE SUPPLIES,PAPER,EXPRESS AIR
107.63,0.0,107.63,15,-29.89,5.48,132.04,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
68.73,0.07,63.9189,23,17.17,0.81,45.9389,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1681.6,0.07,1563.888,42,167.37,10.25,1386.268,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
4359.0,0.02,4271.82,41,907.67,19.99,3344.16,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
3046.01,0.08,2802.3292,32,998.65,14.0,1789.6792,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
353.52,0.04,339.37919999999997,15,51.53,8.18,279.66919999999993,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
636.5,0.01,630.135,46,-71.98,9.44,692.675,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
2614.3705,0.07,2431.364565,25,384.01,7.69,2039.6645649999998,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1175.53,0.03,1140.2640999999999,18,257.59,14.48,868.1940999999999,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
178.44,0.03,173.0868,19,50.13,2.15,120.80680000000001,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
472.35,0.03,458.1795,31,61.68,6.46,390.03950000000003,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
505.01,0.06,474.7094,44,-43.52,4.98,513.2494,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
286.75,0.06,269.545,41,98.44,1.6,169.505,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
5203.9,0.07,4839.6269999999995,17,636.2,64.73,4138.697,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
980.07,0.09,891.8637000000001,32,337.25,5.76,548.8537000000001,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
353.25,0.02,346.185,31,60.06,2.36,283.765,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
30.1,0.09,27.391000000000002,7,-28.31,5.47,50.231,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
4547.26,0.0,4547.26,24,468.27,30.0,4048.9900000000002,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
430.33,0.08,395.9036,26,85.48,5.03,305.3936,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1221.47,0.09,1111.5377,46,-233.14,13.99,1330.6877,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
128.27,0.0,128.27,15,22.85,2.82,102.60000000000002,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
292.3405,0.01,289.417095,4,-420.59,0.99,709.0170949999999,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
253.26,0.02,248.1948,8,49.66,6.27,192.26479999999998,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
6865.072,0.0,6865.072,45,1117.24,29.21,5718.622,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK
744.12,0.01,736.6788,33,-1163.21,45.0,1854.8888000000002,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK
3361.7585,0.04,3227.28816,20,394.35,8.99,2823.9481600000004,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
117.84,0.04,113.1264,38,30.76,0.99,81.3764,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
121.2,0.1,109.08,47,-20.2,1.25,128.03,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1334.05,0.06,1254.007,43,581.77,2.99,669.2470000000001,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
6552.86,0.07,6094.159799999999,50,-692.82,32.18,6754.799799999999,LOW,FURNITURE,BOOKCASES,DELIVERY TRUCK
587.88,0.0,587.88,16,135.37,1.99,450.52,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
2207.9,0.02,2163.742,45,579.76,10.25,1573.7320000000002,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
139.93,0.05,132.9335,41,-3.06,1.95,134.04350000000002,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
15.45,0.05,14.677499999999998,8,-7.75,1.56,20.8675,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
88.59,0.05,84.1605,7,-26.29,5.81,104.6405,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
146.69,0.05,139.3555,21,4.43,4.95,129.9755,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
394.27,0.08,362.72839999999997,19,30.94,5.94,325.84839999999997,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
118.97,0.09,108.2627,12,-0.06,6.22,102.1027,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
293.3,0.04,281.568,48,-193.48,7.5,467.548,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
281.09,0.01,278.27909999999997,28,-114.58,9.86,382.99909999999994,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
276.65,0.02,271.11699999999996,41,-75.28,5.87,340.52699999999993,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
508.38,0.06,477.8772,49,4.68,5.4,467.79720000000003,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
245.55,0.03,238.1835,45,-227.25,8.16,457.2735,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
120.751,0.03,117.12847000000001,17,-71.39,5.03,183.48847,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1911.69,0.07,1777.8717000000001,34,939.43,5.15,833.2917000000001,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
75.39,0.05,71.6205,45,-4.83,0.7,75.7505,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
28.82,0.0,28.82,19,2.16,0.7,25.96,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
851.17,0.07,791.5880999999999,39,-131.28,15.1,907.7680999999999,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
68.03,0.05,64.6285,15,8.87,1.49,54.2685,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1244.01,0.0,1244.01,42,539.57,1.99,702.4499999999999,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
